,foodh,foodr,rent,oper,furn,cloth,tranop,recr,others
1,6.9742124826680282e-02,1.3655069117765331e-01,3.7538783856584233e-02,9.7283050911540311e-02,2.5874042219077847e-01,1.0565095822377980e-01,7.1444131124250673e-02,1.3635527208810178e-01,-1.0190229719374497e+00
