y
-1.5013348125680692e+00
-1.1177187716795192e+00
-4.3454912259362094e-01
-7.1588364328956655e-01
9.9070930331959128e-02
-4.2799696928129116e-01
-1.0103759538937955e+00
6.2709382807181513e-01
-5.2343324226814603e-01
-1.8031317833330943e-01
-1.5770737526921718e-02
-2.1604449329571995e-01
-1.6825546267440442e-01
1.0722000205236866e-01
1.1600053304820807e-01
1.9426585004078079e-01
1.3043465718011327e-01
-1.0862915370040953e-01
-2.8583050785852981e-01
-2.8300267119717759e-01
1.0110688064871123e-01
6.8274859486370007e-02
-3.6481182249911315e-01
5.6714604280390113e-01
2.8015169368279819e-01
6.7361019093060959e-01
2.1410554932167805e-01
-7.7292874660554933e-01
-3.3105693592353719e-01
-9.7770549366169046e-01
-9.2637339656362605e-01
-6.7577184264740353e-01
-7.7366447661601601e-01
-3.0862787598462577e-01
-3.3662611451191737e-01
-3.8453950586817898e-01
-2.6968083152419015e-01
-3.5077440196726628e-01
-7.1187000234067668e-02
-7.2283395212454593e-01
-1.7090811920357867e-02
-8.3437956516939993e-01
-1.3992824054753897e-01
-1.0280856617889189e-01
-2.4237876852273121e-01
-2.0341134145866061e-01
-1.6010769212320636e-01
2.3983060601462780e-01
-1.6948194476513589e-01
-2.0330799041767758e-01
2.0750428632801868e-02
3.8864955840081185e-02
-7.5798924944141116e-02
-2.2515214137223497e-01
-2.0256877515304281e-01
1.8440070550210751e-02
3.2832013324626291e-02
-1.7496086861548055e-01
-2.1164523225651703e-02
-3.8564094432895835e-01
-7.6427731869178950e-01
-8.2391505120766956e-02
9.3679999902613942e-02
-3.0026081821031975e-02
-1.8511827519124055e-01
-5.6660282528913475e-02
-3.5259538489622426e-02
-2.2677469064637368e-01
-9.3840139786825955e-02
-2.6778323685228239e-01
1.0297471853453424e-01
-2.5658755819705337e-02
-1.5989746949707173e-01
7.5679615897670993e-01
-2.8746183894161947e-01
2.3860827703816226e-01
-9.1303616744756885e-02
-2.8198855014457969e-01
-2.5741876559866583e-01
-1.0227595753280629e-01
-5.5789862311127980e-02
1.0587565880608557e-01
1.1359134322806702e-01
-3.0231212546594690e-02
4.6625573806080217e-01
-1.2635792134723672e-01
2.0203611663133658e-01
9.7433084998658770e-02
2.5154122596433587e-01
1.3318424579750790e-01
4.3649623432067447e-01
4.7583953740522308e-02
6.9244519743641852e-01
4.7448210135977725e-01
2.0910531286798067e-01
3.4075337200867301e-01
3.5756051628667479e-01
4.1028701131622991e-02
1.6380197509971162e-01
3.5523901347375192e-01
2.5613049691967354e-01
2.4767813008904163e-01
-3.2519459880288863e-02
4.4016305004985795e-01
4.1633661260006993e-01
3.2318050856448166e-01
5.9977372217868818e-01
2.3612776452528036e-01
4.6380634010764565e-01
7.3206630983423482e-01
4.2335258447055829e-01
6.0164605554961392e-02
4.1709380035631259e-02
7.9659820692498740e-01
5.0795503572922440e-01
4.2642857382767774e-01
1.0269436941832413e+00
-7.1257240457789905e-01
-1.0732364268359129e+00
-9.1960552592540901e-01
-6.2455325359615788e-01
-9.7897932781688468e-01
-2.5142678065084401e-01
-4.0561202595615170e-01
-2.7847537763869945e-01
-8.4281380424552799e-01
-4.7014987262311969e-01
-4.6088006733064502e-01
