"n","ngoods","neq","nsoc","y_power","py_inter","zy_inter","pz_inter","ncoef","k_per_eq","elapsed_s","R_version","systemfit","stamp"
4847,9,8,5,5,TRUE,TRUE,TRUE,320,40,45.81,"4.3.0","1.1.30","2026-09-21 09:50:13"
