foodh,foodr,rent,oper,furn,cloth,tranop,recr
1.5291949101053712e-01,1.0121259258318427e-01,3.7238488141516624e-01,8.0815734745781048e-02,3.8603518374815279e-02,7.0675328110663849e-02,5.5002856933759718e-02,1.0253214522097316e-01
1.3481052943523270e-01,5.0010402058163123e-02,3.9406481933740911e-01,8.3667217251741921e-02,2.0753256935654035e-02,7.0779277927510043e-02,1.6554035344743545e-01,4.3488214884152623e-02
1.3138174106537109e-01,9.6304250457234883e-02,3.6058101337508547e-01,6.1283244308027056e-02,2.1661772717838777e-02,5.9375345469476634e-02,1.6493250064705300e-01,8.1882285146331973e-02
1.3518139617118985e-01,9.3257523108952758e-02,3.2727119480832767e-01,7.4843170608317217e-02,3.8091001752575966e-02,6.5771626783336548e-02,1.4944146531028388e-01,9.4120621195034476e-02
1.1761185036468839e-01,1.2167350257246938e-01,2.6849629235476202e-01,9.6996180436151852e-02,6.4471529816481146e-02,1.0522348810828805e-01,6.3724541684427594e-02,1.3407797637573435e-01
1.1404257290245962e-01,6.9940608683889280e-02,3.4831428005596959e-01,7.9123375198058205e-02,4.1403662943943265e-02,9.7540960077057204e-02,1.4269888068918118e-01,6.6574309187650046e-02
1.1279004214564525e-01,7.0342102975738285e-02,3.5254648855535065e-01,7.9624253677645765e-02,3.7988874809306010e-02,9.2879181308004710e-02,1.4680184416496908e-01,6.7102037461777328e-02
1.8755289687779539e-01,3.5972638059618214e-02,4.6981585914999136e-01,9.2047209710277925e-02,2.9573764162287387e-02,6.8910451073236734e-02,3.4715633719325005e-02,4.4498391779880603e-02
1.3982795626453343e-01,4.7068704645784491e-02,3.9512020916051016e-01,8.3396878622671478e-02,2.0629825495082639e-02,7.0660396771330236e-02,1.6586433540441961e-01,4.0904162908466817e-02
1.2955640111040506e-01,9.7515435869615100e-02,3.5914650672896109e-01,6.1472021214544433e-02,2.1663916686077596e-02,5.9378356653937578e-02,1.6519014076910205e-01,8.3368040632147672e-02
6.9159789265701321e-02,1.2919992357035948e-01,2.2574986081018245e-01,7.9112900730044095e-02,7.5096158506568686e-02,1.2123230918643464e-01,1.2499256863276913e-01,1.5856012560330976e-01
1.4552794040293773e-01,6.7914334777710375e-02,4.2498496700314320e-01,8.8797806330676160e-02,3.5213991718105353e-02,8.8781937438569977e-02,4.5802946140660876e-02,6.1784136537874734e-02
1.2148020796999183e-01,1.0780050270534597e-01,3.2757414009657465e-01,6.3903389739819086e-02,3.1003667069369127e-02,6.7052717841217760e-02,1.5756807993637123e-01,1.0147676155635978e-01
8.6109577266620455e-02,8.6877433460417125e-02,2.8673532198794993e-01,7.9439608817481466e-02,6.3793419620879074e-02,1.3226537780968878e-01,1.2655242359123356e-01,9.4124700802745889e-02
8.7192709561803916e-02,8.4495901796686090e-02,2.9230781496631641e-01,7.9660611551850932e-02,6.4286144753089414e-02,1.3327757774869090e-01,1.2473086867407418e-01,8.9829853758738795e-02
1.6493571085758332e-01,6.7353494530815586e-02,3.8328397594842722e-01,6.2373288324755652e-02,8.3013169947665274e-03,5.6048220002651999e-02,1.8511260071754740e-01,4.4938173950856773e-02
1.3376813050821396e-01,1.2052198591371979e-01,3.3179140680511482e-01,7.6590152804144315e-02,4.4937041953162768e-02,8.6879345486557444e-02,6.0687203055420934e-02,1.1881434449363093e-01
1.9935793414667993e-01,3.7572652351900292e-02,4.5725933943653768e-01,8.6947187502206966e-02,2.7522424728685123e-02,7.6082861213881206e-02,4.2217376334097750e-02,3.6324258050792327e-02
1.1926358311600430e-01,6.4691194904732255e-02,3.6658819140752863e-01,7.9811263143355127e-02,3.3690468485713387e-02,8.7114429901660198e-02,1.5031820172342644e-01,5.9528248712324358e-02
1.4620121166406241e-01,6.6607951792410455e-02,4.3612322018384542e-01,8.9741052890671635e-02,3.1258093268527277e-02,8.2935494123049139e-02,4.6317363254322001e-02,6.0048521517643644e-02
7.7533121555258308e-02,1.2327030583218854e-01,2.5351627838231477e-01,7.8652989698821146e-02,6.7860075197407194e-02,1.1161202755426677e-01,1.2739938226176534e-01,1.4177610659262052e-01
8.1751225026018726e-02,8.5662051386961882e-02,2.8518464054183407e-01,7.9852708277505249e-02,6.8512755782199355e-02,1.4063086354873874e-01,1.2134851306261060e-01,9.2354039205902350e-02
1.3406220469269800e-01,9.8356421160171320e-02,3.3933555155597200e-01,6.4913865471617968e-02,3.4325442713137512e-02,6.9231072705568594e-02,1.4990368002450885e-01,8.8697867496615013e-02
8.9905880723328793e-02,7.8403823457969521e-02,3.1854058489127296e-01,6.5383971949293060e-02,5.8963422322309222e-02,1.1578732037995580e-01,1.4660109916811803e-01,8.4738202481642433e-02
1.0849136043007557e-01,6.6925896540077787e-02,3.5833714862454946e-01,6.7332066886355790e-02,4.3666767964441855e-02,9.4145445324212790e-02,1.5688144805881465e-01,6.5163028536085410e-02
1.0643824178119750e-01,6.8735486271479920e-02,3.5132219444551632e-01,6.6625856537052178e-02,4.6403463578047442e-02,9.8648291219798762e-02,1.5404559918938260e-01,6.8076843766743611e-02
9.8356880030479529e-02,1.1413103879993189e-01,2.8961031155893074e-01,5.6341483387833437e-02,5.1883211208616997e-02,8.8129149703545878e-02,1.5540949328573889e-01,1.2644686118325588e-01
7.5684023822840049e-02,1.0768727641670278e-01,2.8769312387033080e-01,6.3960262359218853e-02,7.0391632166412837e-02,1.1495225861462405e-01,1.2953251455751738e-01,1.3757657452855168e-01
1.2621755153352010e-01,1.1762673904368684e-01,3.2341981006655712e-01,6.6234894860832977e-02,5.1364522571883710e-02,9.2565200564767150e-02,7.5826281533873510e-02,1.2186688400540108e-01
8.6065377758165959e-02,7.9860038206860134e-02,3.0985560408309115e-01,6.4779603720240289e-02,6.2726111500376408e-02,1.2271162345281367e-01,1.4351322874858247e-01,8.8142024291871818e-02
1.0863379507960400e-01,1.0683986006987289e-01,3.1290666204985745e-01,5.6780561440869036e-02,4.4892185601890823e-02,8.2838934519610524e-02,1.5491350690512326e-01,1.1250737097487591e-01
1.5193486981138643e-01,4.3450337315000087e-02,4.0071753682523575e-01,6.5835964938663102e-02,2.5072534424391370e-02,7.9414211104213761e-02,1.6320253207043603e-01,3.4094254103947556e-02
9.8743271589700116e-02,7.3086753900011223e-02,3.4119480813704267e-01,6.6804477396736187e-02,5.0223730293178913e-02,1.0183740366642809e-01,1.5327313310606788e-01,7.4750842785014884e-02
1.0540199231088170e-01,6.9574521652027918e-02,3.4743777474350823e-01,6.6228221307983587e-02,4.7959514268214216e-02,1.0147843913793717e-01,1.5230770918264597e-01,6.9507405045648660e-02
1.2409159166044188e-01,9.6174856730406266e-02,3.5915090712823483e-01,5.0616622292216154e-02,2.8864739953546999e-02,6.0663840133313433e-02,1.7445203725027342e-01,8.4628378483930733e-02
1.7779492537046493e-01,8.4249021089164919e-02,4.3738789631242153e-01,6.7329848979954976e-02,2.2678870612860613e-02,5.9817584526901890e-02,5.7897815616710341e-02,5.9699064437008689e-02
1.1607930185598159e-01,6.3293292015160776e-02,3.6370761861031625e-01,6.6438461970120627e-02,4.1590509337803366e-02,9.4406293985403705e-02,1.5539450684246153e-01,5.9960985819312460e-02
1.8278185423257765e-01,3.7346014483834872e-02,4.7317856458124902e-01,8.4945248182720992e-02,2.9326462267469711e-02,6.2929219576981998e-02,4.5621864300788025e-02,4.8125084677475997e-02
1.0645797990031683e-01,6.8493543462931197e-02,3.4407917741393246e-01,6.5077107820248836e-02,5.0333776828832909e-02,1.0970602342918070e-01,1.4647687398718129e-01,6.8007003130139854e-02
6.6887479707327002e-02,8.0208112705141027e-02,2.8801002638281142e-01,6.2433109664046492e-02,7.8223364854934432e-02,1.5505877523895850e-01,1.2946742278245768e-01,9.5590745160162999e-02
1.6600540035923583e-01,9.1440444278614350e-02,4.2790431691732489e-01,5.6563077966562347e-02,2.6750778683630762e-02,6.4814510732235098e-02,6.7966487553754479e-02,7.4035137398719114e-02
1.0067868147901785e-01,7.0859078944308790e-02,3.5161979087735729e-01,6.7982468746576361e-02,4.6385308894143454e-02,9.5262478290515609e-02,1.5727901534313771e-01,7.0702246138872174e-02
9.3124585725909023e-02,1.1873746450598517e-01,2.7691839189198070e-01,5.5651804257191087e-02,5.5256264125872596e-02,8.9492669799901017e-02,1.5685091171806848e-01,1.3406349677879095e-01
8.3806482123109080e-02,8.1205813419961803e-02,3.0579855155746999e-01,6.4747033564140966e-02,6.4104177400486587e-02,1.2397657057687231e-01,1.4336558135813068e-01,9.0588109386077073e-02
8.3620389092467370e-02,7.9714952599570219e-02,3.0567584327792258e-01,6.4241935485011059e-02,6.5382568463967478e-02,1.2913993136596791e-01,1.4038127716386214e-01,8.8904336083051927e-02
1.2164488136926424e-01,9.9074707944807647e-02,3.5087203832636221e-01,5.0919541707516884e-02,3.1357325044718956e-02,6.2624126255609411e-02,1.7230138866237987e-01,9.0027167176932640e-02
6.5571482450464694e-02,1.1900817144646381e-01,2.3559888315233912e-01,6.1011799748863130e-02,8.3256106393556281e-02,1.2692193549671427e-01,1.3202467386904521e-01,1.6453892335872791e-01
2.0038884950893673e-01,6.6462017513387692e-02,4.5938054993763278e-01,5.9319167560715660e-02,2.0942789676889818e-02,5.1492876754207245e-02,5.8765526889660559e-02,6.0643931077727420e-02
8.6546592863643787e-02,7.8852471102753924e-02,3.1059442362767514e-01,6.4527696799112952e-02,6.3054554216140840e-02,1.2499646241287370e-01,1.4203017463155174e-01,8.6782721141891034e-02
8.9060226457771535e-02,7.3514363643924788e-02,3.2146398252075176e-01,6.4108318805727496e-02,6.2232271067249531e-02,1.3092267905095190e-01,1.3717501091896384e-01,7.8090202522061281e-02
1.2208328463561638e-01,7.8140176596268124e-02,3.8242998558221070e-01,7.7519125173815970e-02,5.3316420851156440e-02,1.0773798671289747e-01,5.7802301314062360e-02,7.7982995877228636e-02
1.3414159911262921e-01,9.5760138024894900e-02,3.4842648068010962e-01,5.2256708262017143e-02,3.0543813400539913e-02,6.5621626172909675e-02,1.6404411788658621e-01,8.9006688766409700e-02
1.4124855912905898e-01,1.0771706562489555e-01,3.8164652323756754e-01,6.0382067147056448e-02,3.9132136864090256e-02,7.4868734264750256e-02,7.0808229335023745e-02,9.9378924285085005e-02
1.2640178651967512e-01,9.5973955559784455e-02,3.5756594170169631e-01,5.0490961664576305e-02,2.8955307389982535e-02,6.1052641246353886e-02,1.7325762291209892e-01,8.5186723762850705e-02
7.3927601396566830e-02,1.3291675200886449e-01,2.1284257740985799e-01,7.5853873988105433e-02,8.5694009169741001e-02,1.4183093453843526e-01,8.3663072300849697e-02,1.7149042350361046e-01
1.2743045476662337e-01,7.5570432133039336e-02,3.8021709905680645e-01,7.6892759351439327e-02,5.2783093070134318e-02,1.1091132227390074e-01,5.8141979605782226e-02,7.4561111282679671e-02
1.8281356126303258e-01,4.6547868871800464e-02,4.5284171522755351e-01,7.5504061700617034e-02,2.7366351054143357e-02,8.0576291355784618e-02,5.7132848937490904e-02,3.9650333802798358e-02
9.1407371796353151e-02,1.1964339518721483e-01,2.7345641241495955e-01,5.5749600612642919e-02,5.6447630329832008e-02,9.0775659370697953e-02,1.5653060436808328e-01,1.3614719421685337e-01
1.0935529876415431e-01,1.1006807122958767e-01,3.1459268251715439e-01,5.2925841606931888e-02,4.2367560112874653e-02,7.3254462246148580e-02,1.6462976921232564e-01,1.1204914244027828e-01
1.0915800620680248e-01,1.0897687719532911e-01,3.0834798231275434e-01,5.5379206467515193e-02,4.5021938852216552e-02,8.0505562299463346e-02,1.5778069186330709e-01,1.1479429268948378e-01
1.0892151609271046e-01,8.0030886866918977e-02,3.2802949074317850e-01,8.8251025369637665e-02,7.0519736046690165e-02,1.2495381426300374e-01,5.7991261918039959e-02,9.4818967932263368e-02
2.9727492181753751e-01,3.4336719285025366e-02,3.9278760244336791e-01,7.9389975712884045e-02,1.8113319726842235e-02,5.0863148159391879e-02,3.9039171442655604e-02,5.2314910577569845e-02
1.0842476037615706e-01,8.5857909215296957e-02,3.4372024719372213e-01,7.7411549289369941e-02,6.4062311098363398e-02,1.2503142099709941e-01,5.8916093071917496e-02,9.1313394431481426e-02
1.4603491150225517e-01,6.4652351704681990e-02,4.2167236836102773e-01,7.7002947849441700e-02,4.0664372799122786e-02,9.2890782522137533e-02,5.7215444831767243e-02,5.9339128896692198e-02
2.1159879595420678e-01,6.0095542410115887e-02,4.7102467692589850e-01,5.7500599592849332e-02,1.7646987450532139e-02,4.8890734095873967e-02,5.6049540045883348e-02,5.4655695834026054e-02
1.3703109538241640e-01,1.1183933938359944e-01,3.5710663098546813e-01,6.2545136008338123e-02,4.3789015637704390e-02,8.1402201576210476e-02,7.2895190336539614e-02,1.0861255551978430e-01
1.2386225509081220e-01,9.3278573495722078e-02,3.6878697791721421e-01,5.0810209415512043e-02,2.6277752551563980e-02,5.8639893908567886e-02,1.7803203472322393e-01,7.8355995497377831e-02
1.3195226178998895e-01,1.1321681710646712e-01,3.6693800528654247e-01,6.1442600295510123e-02,4.3593826894430192e-02,7.8351563396811583e-02,7.1337972939740438e-02,1.0810531704091902e-01
1.3577642581175911e-01,7.1071919541795106e-02,3.8989616749257600e-01,7.6447320350468168e-02,4.9192561055036263e-02,1.0845848014960115e-01,5.8112276364593332e-02,6.7858864221754106e-02
1.1827717681266467e-01,1.0487476008010793e-01,3.2723599687049737e-01,5.2566439835713505e-02,3.7966883635633691e-02,7.0208383117425013e-02,1.6477081221215376e-01,1.0351960839475767e-01
1.0935856243835147e-01,7.7083123553066346e-02,3.3852778224218405e-01,7.8298655723858052e-02,6.5522817587210194e-02,1.4482286513993972e-01,6.0518370570687617e-02,7.7585429123137248e-02
1.0073775316146827e-01,7.1830114831142738e-02,3.4492250989637024e-01,6.6923286532367801e-02,4.8823292754230113e-02,1.0014393123649298e-01,1.5402582962887026e-01,7.2719455589002543e-02
1.4397980576216021e-01,8.9507377296274532e-02,3.6454064444885298e-01,5.0251102463618282e-02,2.4814460388775619e-02,6.0137462270199275e-02,1.6849071699865534e-01,7.8131482088570847e-02
1.9502474638394851e-01,6.6891647157535303e-02,4.6817352776418703e-01,5.9566834143840286e-02,2.1182196910050789e-02,4.9350165393034051e-02,5.5270892832077957e-02,6.1035821430000095e-02
1.4133650995148492e-01,4.3550397591057978e-02,3.8312395630639884e-01,7.4461651668490836e-02,3.6679571504171615e-02,8.2758661509638898e-02,1.5354260034953779e-01,4.6329316065510551e-02
2.5369440277824745e-01,1.7516128862707581e-02,4.4278387260348201e-01,9.5384735659412648e-02,2.0368978039086393e-02,4.5331723336162422e-02,3.7816714705205846e-02,5.3250880637693551e-02
1.6845311683535147e-01,4.6085127861310464e-02,4.4442118357732191e-01,8.3157546963447709e-02,3.7413968757808065e-02,7.9241373700317946e-02,5.0368671072263733e-02,5.2304463279456224e-02
1.0781722900266853e-01,6.8221369704779114e-02,3.5054400225573634e-01,6.6151719512978047e-02,4.6803888711660031e-02,1.0059146394642604e-01,1.5244948333482372e-01,6.7413108445398717e-02
1.7912049857696527e-01,4.1961462131868327e-02,4.4040450923637636e-01,8.2158857080686584e-02,3.5819690942826325e-02,8.4010617961012349e-02,5.2258381857499606e-02,4.4802238307322863e-02
1.4929308391878651e-01,8.6693111436772857e-02,3.7022390011767214e-01,5.0027817390318780e-02,2.2645591731140832e-02,5.8884988578698852e-02,1.6828541712925907e-01,7.3961799125683930e-02
1.4277375391617789e-01,1.0009490757567344e-01,3.8124883796496600e-01,6.8775183156349368e-02,4.3812662681035133e-02,6.9256868586760945e-02,6.5947045685827987e-02,1.0317228777198012e-01
1.1889804547728333e-01,8.0202240364510721e-02,3.6969054100687748e-01,7.7318258650634047e-02,5.6590168004085305e-02,1.1372639226164617e-01,5.8198265065103005e-02,8.1539201154205446e-02
2.1970902932197664e-01,5.5776409170699655e-02,4.7713431215649021e-01,5.6892895902359644e-02,1.5888766486469658e-02,4.7095790968264904e-02,5.2793279068169989e-02,5.1608418798682741e-02
1.3955281193614341e-01,5.0800430934735519e-02,3.8824348561504762e-01,6.4981025087197580e-02,3.2206246749166202e-02,8.9286619261163713e-02,1.5491128225831535e-01,4.1488078894366391e-02
7.5342070129091665e-02,8.0395037625016513e-02,2.9554412119381379e-01,6.3342431649084208e-02,7.1841182378346122e-02,1.4230548619870761e-01,1.3486063724291864e-01,9.2606524876221702e-02
1.3096380406650099e-01,1.1404550535949033e-01,3.6307030906196197e-01,6.1706351569123317e-02,4.4435319763623547e-02,7.9326191287549017e-02,7.1603312407477984e-02,1.0978766586354001e-01
1.3724359287541066e-01,6.9584734959014627e-02,4.0794052388576529e-01,7.7129278222978617e-02,4.5167144593330828e-02,9.8282247025366934e-02,5.7416414911660545e-02,6.5743815591524188e-02
1.1229284284859731e-01,1.0434571217519367e-01,3.2095135672934100e-01,5.6886200636089554e-02,4.2427230961270691e-02,8.0886312616560735e-02,1.5483846600464474e-01,1.0767234285540955e-01
7.4487137809799348e-02,1.2435842335348661e-01,2.4363488077773163e-01,5.7701843136791393e-02,6.9299489225506383e-02,1.0846647270070467e-01,1.4960905609867611e-01,1.5449237945033598e-01
1.1267034731208452e-01,6.2131327233565993e-02,3.7420241396920584e-01,6.9655574557168351e-02,3.7326830052044929e-02,8.4391793373608165e-02,1.6394568161683426e-01,5.8029146060529363e-02
1.1054052734387965e-01,1.0891779721986791e-01,3.1977669118792218e-01,5.2554428004000044e-02,4.0842768451370630e-02,7.1355381275230459e-02,1.6597560237918874e-01,1.0917228917804501e-01
1.2434040289927496e-01,9.1350004835990234e-02,3.7381112293057150e-01,5.1099896388561279e-02,2.4730781360835875e-02,5.7686643060713173e-02,1.8005191141026378e-01,7.4560394722474915e-02
1.2112402566462362e-01,9.8003858734951738e-02,3.5555857272912961e-01,5.0867020575301881e-02,3.0222953371687167e-02,6.1477023344164251e-02,1.7398139363047230e-01,8.7355234126991060e-02
1.1546687166687888e-01,6.3711169019155287e-02,3.6242666062358669e-01,6.6349544688819637e-02,4.2122053479041903e-02,9.5203233920286623e-02,1.5489864837109626e-01,6.0567088389832005e-02
1.2996887394284956e-01,1.1561500897459685e-01,3.3083315884541759e-01,6.5752690505035377e-02,4.9235690108259948e-02,9.0316878230378983e-02,7.5446615768159697e-02,1.1799451963839619e-01
9.9235357148093561e-02,1.1647864273181795e-01,2.9117408114552623e-01,5.4213556777563156e-02,4.9956753535755662e-02,8.1498371778563353e-02,1.6097624282170717e-01,1.2596513007858737e-01
1.1633237985489688e-01,1.0618175898389796e-01,3.2073996880922856e-01,5.3484220610503029e-02,4.0104201321669836e-02,7.3381267170584810e-02,1.6219100623710572e-01,1.0718116007260328e-01
1.3579780270170630e-01,8.4597235800566759e-02,3.6160061172341945e-01,5.8330967809732355e-02,3.1177710708959572e-02,5.4407911270968279e-02,1.6864696775902785e-01,8.4607531887251439e-02
1.6800006488040689e-01,6.2693825273964415e-02,4.0315153030727341e-01,5.3588393397905984e-02,1.6696719521405227e-02,4.4782683322469971e-02,1.7410589180726929e-01,5.7039503810020716e-02
1.0118197819167925e-01,7.1886430977272264e-02,3.4265763922947862e-01,6.6470965488193270e-02,4.9704118898940039e-02,1.0237457514134134e-01,1.5249969310674683e-01,7.3045874355512519e-02
1.5611364931064675e-01,7.8993266550665006e-02,3.8608493515207293e-01,4.7748055894598310e-02,1.7122985718914036e-02,5.4747032483657872e-02,1.7716061004533792e-01,6.1656033517244802e-02
1.1251276024863431e-01,1.0680733709805743e-01,3.2826348181484782e-01,5.2056420587422686e-02,3.8392068612145801e-02,6.8610418662503350e-02,1.6799289441837226e-01,1.0435012316816382e-01
1.8316243708244354e-01,6.9534649254378120e-02,4.8005448039501586e-01,6.4458624184467517e-02,2.1878809941579782e-02,4.4449757518036440e-02,4.7242472397754677e-02,6.1996839342878036e-02
9.9651848924267261e-02,7.2124421527264990e-02,3.4593565404378368e-01,6.7318833404828873e-02,4.8464078067705016e-02,9.8745763776763446e-02,1.5511527237456732e-01,7.2958748676657484e-02
1.4716740441221651e-01,3.5178381452526927e-02,4.0747714061277884e-01,7.7078743656965959e-02,2.7540094423782129e-02,6.3948751922177152e-02,1.6428179568353615e-01,4.3014181579004503e-02
1.3348986474911234e-01,5.1960971567272925e-02,3.8865413481362548e-01,6.7979782844608011e-02,3.0428849838108327e-02,8.0853738568715389e-02,1.6461854151801925e-01,4.5287368015178804e-02
1.2396329872209678e-01,5.5691133665499194e-02,3.8477454314669457e-01,6.9823684070872999e-02,3.2206536083457533e-02,7.9990299172451124e-02,1.6673009070230468e-01,5.0028604513714797e-02
1.4375895913922770e-01,7.9205380751142349e-02,3.7354977591802618e-01,5.7148322918937976e-02,2.7268798739331031e-02,5.1521575540947905e-02,1.6977597787623658e-01,7.7213470839696277e-02
1.4948712513848847e-01,6.3043963194636718e-02,4.2339243353432032e-01,7.6636830618141277e-02,3.9688862840967391e-02,9.2724727889888198e-02,5.7282290738972806e-02,5.7298927821004368e-02
1.4275227765895757e-01,6.0871001267803294e-02,4.1681305187827344e-01,8.3604412518626395e-02,3.6941625384324758e-02,9.7157423846756685e-02,5.4341754266520451e-02,6.8113889019984775e-02
1.1985616800379381e-01,5.6771038642289273e-02,3.4705062480038118e-01,7.3350718213854679e-02,4.0812701594691463e-02,1.0053125140860389e-01,1.5410969269877017e-01,6.9159097127807628e-02
2.1830054985796243e-01,2.5616160692902248e-02,4.8469568604104779e-01,8.5479181021794109e-02,2.4476841547893275e-02,5.8567880736536654e-02,3.4503286208092121e-02,3.9332463259441751e-02
1.3560912128281735e-01,9.0612458146613936e-02,3.3068896116768404e-01,5.7211661034948007e-02,3.2593301135473360e-02,7.1269783783691365e-02,1.6445445897074554e-01,9.7518016726792028e-02
1.4507747956094197e-01,6.3732297041950742e-02,3.8067753422904171e-01,8.2618686429538638e-02,4.9551137220784719e-02,1.1139058319281595e-01,5.2044679439362536e-02,7.3434296440957544e-02
1.8439026211581375e-01,7.9673461865174711e-02,4.4952040349157141e-01,5.8809693569220063e-02,1.9399777551190853e-02,6.4456682420466802e-02,5.8821764092146650e-02,6.2628562065521073e-02
2.2975018136871336e-01,5.5415250557253388e-02,4.7841308588731002e-01,5.8681105550876522e-02,1.9463286795914556e-02,4.8061248669249768e-02,4.3549482151179084e-02,4.9374429370736078e-02
1.0017175575120113e-01,6.6570783481233464e-02,2.8198875405079088e-01,7.2509963326188726e-02,6.5045458488955335e-02,1.3552099925326389e-01,1.3835204833806836e-01,9.6246733821199471e-02
1.2093973596938008e-01,9.7030480889086348e-02,3.0637170092607136e-01,5.8681379305243836e-02,3.6601828348705595e-02,7.9091565210012621e-02,1.6596155150405756e-01,1.1384387752355976e-01
1.8624075850992697e-01,3.7983067704438926e-02,4.4783915209822900e-01,8.6626469466048392e-02,3.7064349521950382e-02,7.9398201665238977e-02,4.1062910406437073e-02,4.9079954265183995e-02
1.9477294265238509e-01,4.4475738227847339e-02,4.5835603116647694e-01,8.4203151929626394e-02,2.4755036564864212e-02,7.1937631663561263e-02,4.6836894948816030e-02,4.2499516249240164e-02
1.4253752693428487e-01,7.3741318536802783e-02,3.6353709249070615e-01,6.2606150198971353e-02,2.4347687785533711e-02,5.9306600689818072e-02,1.6833770920167362e-01,8.5298330110307116e-02
1.9383129201317553e-01,3.6017812353176339e-02,4.4981997211078378e-01,8.5886268993195514e-02,3.7880030672773533e-02,7.8402264362688309e-02,3.9494789081985088e-02,4.4628636442437114e-02
1.8087821864630554e-01,6.1388796599711061e-02,3.9079926738879794e-01,5.8695004452335976e-02,2.2994831064998288e-02,4.8371128783459678e-02,1.6066944740823802e-01,6.0110340984851462e-02
1.8146105834812043e-01,4.7651746222039063e-02,4.5804159985500997e-01,8.5180642988074332e-02,2.4563629800508986e-02,7.4263612467240905e-02,4.8804899297493563e-02,4.6403871333807738e-02
9.1465950874749680e-02,1.0456105780472806e-01,2.1108568149915530e-01,6.9997638977144741e-02,7.8417243717695942e-02,1.2462464220363592e-01,1.3850772117063087e-01,1.6290585576131217e-01
1.2614240545666150e-01,4.6463541762247332e-02,3.9099678627766909e-01,8.2898381914921368e-02,1.7116784040603371e-02,7.4285568103763494e-02,1.7903690317779122e-01,4.8537841450831828e-02
1.5546571986129701e-01,3.7150805210342676e-02,3.7462324675753400e-01,7.9995258773999364e-02,4.1999500358752724e-02,8.4791126770947023e-02,1.4341717202210852e-01,4.7165571075584611e-02
1.3740648392581215e-01,5.2216325991408748e-02,3.5142083272168367e-01,7.2199704305289852e-02,5.3398662017470865e-02,1.0770092018369636e-01,1.3249560194625076e-01,5.4003069560736014e-02
2.2132565641047619e-01,2.5101574527006558e-02,4.8551333233450317e-01,8.7500440020726308e-02,2.1762754120869005e-02,5.4682095762393898e-02,3.3573782998199402e-02,4.1738190894631322e-02
1.6546082086084093e-01,3.7040235509672136e-02,4.0004013842404618e-01,7.3475115422428711e-02,2.4076675420568721e-02,7.2730489491894423e-02,1.6414426554137937e-01,3.2648510902157944e-02
9.8708622012386074e-02,6.5429803976682507e-02,2.7787877926784776e-01,7.2552425086116062e-02,7.0809061493450925e-02,1.4303253998934809e-01,1.3219816497898795e-01,9.5168029219729347e-02
1.2318770409725667e-01,9.7761553555513914e-02,2.9879863529231349e-01,5.9514931675863116e-02,4.0336575565813701e-02,8.0834666563180960e-02,1.6209041752265557e-01,1.1642960813950834e-01
1.1860827067165615e-01,1.0126270031267443e-01,2.7537539904518205e-01,6.1946091924926415e-02,4.8909280207378204e-02,8.8774551796159326e-02,1.5628795964628783e-01,1.2790994272623918e-01
1.0213397235521733e-01,1.0737288886423230e-01,2.3080709419019263e-01,6.5051117703873687e-02,6.2268061673305911e-02,1.0695927232501312e-01,1.5187625143930752e-01,1.5238283543463227e-01
1.1975206724847356e-01,1.0019900990331827e-01,2.8457435926670188e-01,6.0709369805924292e-02,4.4788473209175436e-02,8.5373379181600567e-02,1.5961997448244158e-01,1.2383679146819816e-01
1.1076595533806517e-01,6.1467595790256450e-02,3.0341569643422489e-01,7.2722986457612146e-02,6.4655240728662466e-02,1.3064738087493624e-01,1.3229968290825531e-01,8.1276725462038721e-02
2.1506227020625901e-01,2.6719028975556631e-02,4.8591515704035992e-01,8.8998630138504300e-02,2.0687668080052853e-02,5.4479265024508346e-02,3.4396066276430277e-02,4.4154307066745377e-02
2.1775974058785552e-01,5.7313152602651400e-02,4.8306451859557853e-01,6.0251526337457569e-02,1.5910541606758796e-02,4.8698648158229198e-02,4.4265255168732823e-02,5.3195727572989002e-02
1.7342290754484263e-01,8.2592183061372254e-02,3.8972872120494056e-01,7.2426772856380120e-02,3.7399309336655917e-02,7.0280197123324464e-02,5.9252561728068018e-02,9.2373981170048650e-02
2.1929283283870693e-01,5.5954252431439519e-02,4.8875953122285443e-01,6.2061506095320684e-02,1.1540376193879983e-02,4.6900668594090374e-02,4.1259546609601544e-02,5.2364356840793783e-02
1.9235088686911164e-01,3.3322150457144671e-02,4.7235407605937813e-01,8.6685806364388912e-02,2.8434143824973376e-02,6.8379576779397905e-02,3.9475251091340216e-02,4.6547171911283360e-02
1.5809815419458814e-01,6.5359367555202580e-02,3.8807628410416434e-01,5.9830333739036214e-02,1.9080751332482434e-02,5.2590437505939232e-02,1.6844898772033629e-01,6.9754680224011004e-02
2.0363705221314823e-01,5.9627838926225155e-02,4.9222252378416587e-01,6.6295132369575710e-02,8.2208336455679137e-03,4.6768845309772648e-02,4.2172475485763139e-02,5.6006274450765711e-02
1.2867091674610628e-01,8.9363034847721345e-02,2.9239182018241494e-01,6.9930287346856981e-02,4.4478234190513569e-02,7.7331856629781204e-02,1.6014642181783764e-01,1.1595299283238500e-01
1.2367977160594568e-01,9.8124114501303428e-02,2.9539748837175706e-01,5.9975706093177428e-02,4.2028959397318946e-02,8.1793441554251833e-02,1.6041858198242140e-01,1.1768993176786047e-01
