,eq1_Constante,eq1_y^1,eq1_y^2,eq1_y^3,eq1_y^4,eq1_y^5,eq1_age,eq1_hsex,eq1_carown,eq1_time,eq1_tran,eq1_y*age,eq1_y*hsex,eq1_y*carown,eq1_y*time,eq1_y*tran,eq1_pfoodh,eq1_pfoodr,eq1_prent,eq1_poper,eq1_pfurn,eq1_pcloth,eq1_ptranop,eq1_precr,eq1_y*pfoodh,eq1_y*pfoodr,eq1_y*prent,eq1_y*poper,eq1_y*pfurn,eq1_y*pcloth,eq1_y*ptranop,eq1_y*precr,eq1_age*pfoodh,eq1_age*pfoodr,eq1_age*prent,eq1_age*poper,eq1_age*pfurn,eq1_age*pcloth,eq1_age*ptranop,eq1_age*precr,eq2_Constante,eq2_y^1,eq2_y^2,eq2_y^3,eq2_y^4,eq2_y^5,eq2_age,eq2_hsex,eq2_carown,eq2_time,eq2_tran,eq2_y*age,eq2_y*hsex,eq2_y*carown,eq2_y*time,eq2_y*tran,eq2_pfoodh,eq2_pfoodr,eq2_prent,eq2_poper,eq2_pfurn,eq2_pcloth,eq2_ptranop,eq2_precr,eq2_y*pfoodh,eq2_y*pfoodr,eq2_y*prent,eq2_y*poper,eq2_y*pfurn,eq2_y*pcloth,eq2_y*ptranop,eq2_y*precr,eq2_age*pfoodh,eq2_age*pfoodr,eq2_age*prent,eq2_age*poper,eq2_age*pfurn,eq2_age*pcloth,eq2_age*ptranop,eq2_age*precr,eq3_Constante,eq3_y^1,eq3_y^2,eq3_y^3,eq3_y^4,eq3_y^5,eq3_age,eq3_hsex,eq3_carown,eq3_time,eq3_tran,eq3_y*age,eq3_y*hsex,eq3_y*carown,eq3_y*time,eq3_y*tran,eq3_pfoodh,eq3_pfoodr,eq3_prent,eq3_poper,eq3_pfurn,eq3_pcloth,eq3_ptranop,eq3_precr,eq3_y*pfoodh,eq3_y*pfoodr,eq3_y*prent,eq3_y*poper,eq3_y*pfurn,eq3_y*pcloth,eq3_y*ptranop,eq3_y*precr,eq3_age*pfoodh,eq3_age*pfoodr,eq3_age*prent,eq3_age*poper,eq3_age*pfurn,eq3_age*pcloth,eq3_age*ptranop,eq3_age*precr,eq4_Constante,eq4_y^1,eq4_y^2,eq4_y^3,eq4_y^4,eq4_y^5,eq4_age,eq4_hsex,eq4_carown,eq4_time,eq4_tran,eq4_y*age,eq4_y*hsex,eq4_y*carown,eq4_y*time,eq4_y*tran,eq4_pfoodh,eq4_pfoodr,eq4_prent,eq4_poper,eq4_pfurn,eq4_pcloth,eq4_ptranop,eq4_precr,eq4_y*pfoodh,eq4_y*pfoodr,eq4_y*prent,eq4_y*poper,eq4_y*pfurn,eq4_y*pcloth,eq4_y*ptranop,eq4_y*precr,eq4_age*pfoodh,eq4_age*pfoodr,eq4_age*prent,eq4_age*poper,eq4_age*pfurn,eq4_age*pcloth,eq4_age*ptranop,eq4_age*precr,eq5_Constante,eq5_y^1,eq5_y^2,eq5_y^3,eq5_y^4,eq5_y^5,eq5_age,eq5_hsex,eq5_carown,eq5_time,eq5_tran,eq5_y*age,eq5_y*hsex,eq5_y*carown,eq5_y*time,eq5_y*tran,eq5_pfoodh,eq5_pfoodr,eq5_prent,eq5_poper,eq5_pfurn,eq5_pcloth,eq5_ptranop,eq5_precr,eq5_y*pfoodh,eq5_y*pfoodr,eq5_y*prent,eq5_y*poper,eq5_y*pfurn,eq5_y*pcloth,eq5_y*ptranop,eq5_y*precr,eq5_age*pfoodh,eq5_age*pfoodr,eq5_age*prent,eq5_age*poper,eq5_age*pfurn,eq5_age*pcloth,eq5_age*ptranop,eq5_age*precr,eq6_Constante,eq6_y^1,eq6_y^2,eq6_y^3,eq6_y^4,eq6_y^5,eq6_age,eq6_hsex,eq6_carown,eq6_time,eq6_tran,eq6_y*age,eq6_y*hsex,eq6_y*carown,eq6_y*time,eq6_y*tran,eq6_pfoodh,eq6_pfoodr,eq6_prent,eq6_poper,eq6_pfurn,eq6_pcloth,eq6_ptranop,eq6_precr,eq6_y*pfoodh,eq6_y*pfoodr,eq6_y*prent,eq6_y*poper,eq6_y*pfurn,eq6_y*pcloth,eq6_y*ptranop,eq6_y*precr,eq6_age*pfoodh,eq6_age*pfoodr,eq6_age*prent,eq6_age*poper,eq6_age*pfurn,eq6_age*pcloth,eq6_age*ptranop,eq6_age*precr,eq7_Constante,eq7_y^1,eq7_y^2,eq7_y^3,eq7_y^4,eq7_y^5,eq7_age,eq7_hsex,eq7_carown,eq7_time,eq7_tran,eq7_y*age,eq7_y*hsex,eq7_y*carown,eq7_y*time,eq7_y*tran,eq7_pfoodh,eq7_pfoodr,eq7_prent,eq7_poper,eq7_pfurn,eq7_pcloth,eq7_ptranop,eq7_precr,eq7_y*pfoodh,eq7_y*pfoodr,eq7_y*prent,eq7_y*poper,eq7_y*pfurn,eq7_y*pcloth,eq7_y*ptranop,eq7_y*precr,eq7_age*pfoodh,eq7_age*pfoodr,eq7_age*prent,eq7_age*poper,eq7_age*pfurn,eq7_age*pcloth,eq7_age*ptranop,eq7_age*precr,eq8_Constante,eq8_y^1,eq8_y^2,eq8_y^3,eq8_y^4,eq8_y^5,eq8_age,eq8_hsex,eq8_carown,eq8_time,eq8_tran,eq8_y*age,eq8_y*hsex,eq8_y*carown,eq8_y*time,eq8_y*tran,eq8_pfoodh,eq8_pfoodr,eq8_prent,eq8_poper,eq8_pfurn,eq8_pcloth,eq8_ptranop,eq8_precr,eq8_y*pfoodh,eq8_y*pfoodr,eq8_y*prent,eq8_y*poper,eq8_y*pfurn,eq8_y*pcloth,eq8_y*ptranop,eq8_y*precr,eq8_age*pfoodh,eq8_age*pfoodr,eq8_age*prent,eq8_age*poper,eq8_age*pfurn,eq8_age*pcloth,eq8_age*ptranop,eq8_age*precr
eq1_Constante,6.0417612871778788e-06,1.2874040154052886e-07,-7.0521615008962300e-06,-9.2262220553172932e-07,3.6103824878012363e-06,1.2797913449639768e-06,2.6576876370496132e-08,-2.0644273291109863e-06,-1.6521079809027997e-06,-3.2921667939681462e-08,-1.5601554019903592e-06,1.9534874688862202e-08,-6.5495612770230526e-07,-7.9059675608482027e-07,-3.6566736668449466e-09,-2.2203289052406563e-06,1.8485456824695263e-05,-1.5056891764365952e-05,2.2267762730781962e-06,-5.1345552015861243e-06,2.9442826492456632e-06,-6.7637222418723328e-06,6.8775434892320120e-06,-3.1699768916038026e-06,5.2491427374616590e-06,-4.0356926118808742e-06,-1.8417035429072204e-07,-1.6835536471159638e-06,1.4562540814994061e-06,-1.4811846527992221e-06,2.5943808507285698e-06,-1.8910146266490319e-06,-4.1844983284398379e-08,3.3133586491486160e-08,-6.9172082921764876e-08,8.0375765900404254e-08,4.6854061359003917e-08,2.9765364129923915e-08,-2.4029996680185614e-08,-6.3372337144959245e-08,-2.2463179283278304e-06,-2.3154854518168832e-07,1.6806997964884332e-06,2.0263184368870242e-07,-8.3859337703325760e-07,-2.8754486090706439e-07,-1.0380622447975962e-08,5.4064338363973423e-07,4.3380130481944911e-07,-8.9428731168283132e-09,3.9287049516631835e-07,-9.2939062444491295e-09,1.7318356745664490e-07,2.5675214161532391e-07,-7.3436196578619015e-09,5.4063005347378579e-07,-1.5056891764365788e-05,1.0427561439257276e-05,-1.0026578142805500e-06,4.4768071002108646e-06,-6.5924152778539642e-07,3.7291474164871207e-06,-3.2031655994943538e-06,6.8460798136430074e-07,-4.0356926118812562e-06,3.0577387832158224e-06,2.5383417625172083e-07,1.4737495592357490e-06,-6.7640349034922158e-07,7.9955043541250528e-07,-1.5099503307607421e-06,5.3397769824429434e-07,3.3133586491448156e-08,4.3765481524831308e-10,2.6305597423964430e-08,-3.9110775821760637e-08,-3.0208566976206785e-08,-1.0420161843926487e-08,-2.0374152396983248e-09,2.5418444155572360e-08,-1.3491594093423400e-06,1.5853231984762624e-07,2.7880080821654346e-06,4.2092983667470223e-07,-1.4561078828005555e-06,-5.3588622714877545e-07,-1.1445260547135555e-08,7.7422930875245510e-07,6.0401319337955680e-07,1.3023476049105279e-08,5.7916931055398576e-07,-3.5788909969673050e-09,2.2672240597129180e-07,2.2866359913277013e-07,-1.8232451931594031e-09,8.5076541630723641e-07,2.2267762730780806e-06,-1.0026578142799694e-06,-1.2398036241473714e-06,-6.1117041417285328e-07,1.7998135366237131e-07,-2.7735620536935580e-07,4.9551955169029706e-07,3.3804573267069505e-07,-1.8417035429076121e-07,2.5383417625162077e-07,-3.4413773459887622e-07,-1.5763011009964529e-08,-9.4921805211405582e-08,1.7543743158345550e-07,1.4710782053352737e-07,8.5770629157441321e-08,-6.9172082921787971e-08,2.6305597423949368e-08,1.3701087350124655e-08,1.3646510731526258e-08,4.8129681491498846e-09,8.4840528602541424e-09,7.5773160744898043e-10,-5.8773362693354100e-10,-4.6297439338152743e-07,-1.0835124425929741e-07,2.9182961532063191e-08,-4.0708062532254093e-08,7.2994651475863539e-09,2.0208209091803606e-08,2.4508560546585471e-09,2.4034912105776533e-08,4.5472793527288336e-08,-2.6563903109913286e-08,-7.8154245693310187e-09,-8.5945621816500410e-10,2.6350706308929113e-08,1.3864352433601293e-08,-9.0491356116854555e-09,4.6053033581646728e-08,-5.1345552015860447e-06,4.4768071002111670e-06,-6.1117041417277196e-07,3.5831571198836424e-06,-1.4871054489095173e-06,1.2235941408487918e-06,-1.6880392213022305e-06,-3.1869184390436826e-07,-1.6835536471156519e-06,1.4737495592352508e-06,-1.5763011010210662e-08,1.1618419212958006e-06,-3.3258773810968176e-07,-4.1515534798883859e-08,-6.6556855695243010e-07,5.1324009579851700e-08,8.0375765900350732e-08,-3.9110775821771940e-08,1.3646510731561196e-08,-3.8180011943916783e-08,-3.1876359724411050e-08,-8.8075655074912610e-09,8.2013239042377056e-10,2.8211863716606643e-08,-4.0455561449209701e-07,-1.8357649415019077e-08,4.4118053715091260e-07,5.6270498826319591e-08,-2.3698613571220461e-07,-8.8404613157288118e-08,4.7570785230313856e-10,1.1117402183503811e-07,8.7318039461294418e-08,-2.2834083820509736e-08,1.2114399769058313e-07,-7.1631496315767167e-10,3.7633589549377605e-08,4.6651918512349001e-08,-1.1967259359657985e-08,1.3636420599330566e-07,2.9442826492459466e-06,-6.5924152778498530e-07,1.7998135366242282e-07,-1.4871054489095056e-06,-4.1834722648939755e-06,1.3123879133771446e-06,-5.3707658502304479e-07,3.3974352965989925e-06,1.4562540815010406e-06,-6.7640349035052558e-07,-9.4921805210277308e-08,-3.3258773810942373e-07,-2.1983546429000339e-06,6.2124850251941379e-07,-8.1829347000632031e-08,1.7883846161929857e-06,4.6854061359012903e-08,-3.0208566976241732e-08,4.8129681491129311e-09,-3.1876359724313503e-08,-7.4112917002214880e-09,-1.3024181971543097e-08,1.0585007425551120e-08,2.3467151395420132e-08,-6.9996653687413866e-07,-3.2535400557004361e-08,4.6026489202422480e-07,6.8124985212313263e-08,-2.3226224643898442e-07,-8.2690422063938405e-08,-2.5558422592903372e-09,1.6418178371576456e-07,1.1689525261856434e-07,5.3496980270313290e-09,1.1867105543934586e-07,-4.4743899825206325e-09,4.4593725465401476e-08,8.5278018215122404e-08,3.1270035643375463e-09,1.3951568274233669e-07,-6.7637222418722159e-06,3.7291474164870571e-06,-2.7735620536949672e-07,1.2235941408490158e-06,1.3123879133775755e-06,1.0037634944322955e-06,-5.5869909969877344e-07,-7.6986780635003537e-08,-1.4811846528001367e-06,7.9955043541300408e-07,1.7543743158402875e-07,-4.1515534798846152e-08,6.2124850251668041e-07,2.9977032342276274e-08,-1.7986699645037522e-07,-1.2707876661054905e-07,2.9765364129850133e-08,-1.0420161843949767e-08,8.4840528602474753e-09,-8.8075655074935853e-09,-1.3024181971495475e-08,-5.1244042811523373e-09,-3.8538758732563395e-10,1.3088367137007614e-09,-8.8745594116725656e-08,9.3022053353381687e-08,6.2310218727529673e-07,5.4776793999275365e-08,-3.2336062847582055e-07,-1.0825139524164927e-07,4.7654717686226615e-10,1.4049535330655530e-07,1.3963718706827799e-07,3.3265287059944147e-08,1.1364239078471676e-07,3.1880013562991662e-09,5.7902753008611244e-08,3.6199919536604892e-08,1.9290023889782697e-08,2.0046815692440255e-07,6.8775434892319061e-06,-3.2031655994940374e-06,4.9551955169087717e-07,-1.6880392213021716e-06,-5.3707658502345963e-07,-5.5869909969889838e-07,-8.9131679993092351e-07,-3.2789570413561506e-07,2.5943808507292520e-06,-1.5099503307620018e-06,1.4710782053495351e-07,-6.6556855695255663e-07,-8.1829346998910953e-08,-1.7986699644871784e-07,-3.0657942301463631e-07,6.5754005030310465e-08,-2.4029996680181756e-08,-2.0374152396267572e-09,7.5773160745607134e-10,8.2013239045525171e-10,1.0585007425551023e-08,-3.8538758724877062e-10,8.1010865976255983e-09,5.6668336329167520e-09,-6.1742240695687372e-07,3.2497113762656100e-08,9.1155092565800849e-07,1.4685009883965792e-07,-4.6978272356930720e-07,-1.7577047936997894e-07,-5.0563527092609792e-09,2.7468611221163527e-07,1.9711781338097696e-07,4.9741970413453451e-08,2.1064306834362493e-07,-3.1397964492167426e-09,7.7556221926216384e-08,1.0456305852545696e-07,1.5653893488354538e-08,2.6998267360316766e-07,-3.1699768916037658e-06,6.8460798136471949e-07,3.3804573267051596e-07,-3.1869184390435608e-07,3.3974352965984546e-06,-7.6986780634757632e-08,-3.2789570413500360e-07,-1.3824785856068737e-06,-1.8910146266476252e-06,5.3397769824186293e-07,8.5770629154438073e-08,5.1324009578226376e-08,1.7883846161934367e-06,-1.2707876660586178e-07,6.5754005030416873e-08,-8.9460790352176907e-07,-6.3372337145078041e-08,2.5418444155704275e-08,-5.8773362691731689e-10,2.8211863716594702e-08,2.3467151395615969e-08,1.3088367137028711e-09,5.6668336329958445e-09,-2.4114349601131867e-08
eq1_y^1,1.2874040154071203e-07,5.2057638426399081e-05,-1.7527438295015638e-05,-4.9709770946148027e-05,6.8506862720294789e-06,1.9345949122596873e-05,2.2253915146513970e-07,-3.9962033261894605e-07,1.9877702226122714e-06,-2.3764055098242718e-09,1.6763628303425619e-06,1.9806561556024342e-07,-1.0126163276448588e-05,-1.2213762909748831e-05,-1.5400857144743911e-07,-5.5108930442650584e-06,4.0001952704472048e-06,-3.3490556079107585e-06,-2.8420350658068061e-07,-1.8549973871713988e-06,6.3028978274041830e-07,-9.5001867500502883e-07,2.7644476434453643e-06,-8.8537112680938763e-07,1.0079223113685286e-04,-8.6225572236343361e-05,2.1570183937423424e-05,-2.5352420263377762e-05,1.5199592377697096e-05,-4.2895700795233213e-05,3.6746124701674995e-05,-1.7083085629288686e-05,1.2806052933120335e-06,-1.0199765544198163e-06,2.0484248121866058e-07,-3.2311327163200950e-07,2.0658337825949896e-07,-4.7938221531952961e-07,3.6015351637264923e-07,-1.9612863793354506e-07,-2.5665462070506354e-07,-1.7456526243087288e-05,4.5120675285048413e-06,1.2253963072482477e-05,-1.5715756592393531e-06,-4.7012274144541686e-06,-1.1192429660620866e-07,1.0407431964155757e-07,-4.3331946486995719e-07,-5.2974619366373400e-09,-3.7874480999396504e-07,-4.6748226998616867e-08,2.5720200126367548e-06,3.0056132046249063e-06,-6.7236759010951707e-08,1.6062620707959097e-06,-3.3490556079104976e-06,2.6470564393812657e-06,3.3151428850275527e-07,1.4826967348555556e-06,-3.6230324484618594e-07,5.2279329703709499e-07,-1.5549320854848833e-06,1.6762610438914025e-07,-8.6225572236347102e-05,6.0924983324468104e-05,-8.9245640567747795e-06,2.3242152907359279e-05,-3.6203475779464632e-06,2.4368040613814261e-05,-1.6893660382868695e-05,3.5834397151524732e-06,-1.0199765544197866e-06,6.5998184383244664e-07,-6.0697334458367497e-08,2.4706921323597470e-07,-5.7180692761606652e-08,2.9581280889497678e-07,-1.8486078221777562e-07,9.1212577449738825e-08,1.8384347258677607e-07,-1.3933862851082363e-05,6.5371012217028033e-06,1.9251539582477257e-05,-2.7053728909917304e-06,-7.5638545180476000e-06,-1.4587331365459239e-08,1.4069628196734253e-07,-8.4851404164525235e-07,-8.5700787482867380e-09,-6.9268765650386566e-07,-7.3711910078348069e-08,3.9170026761766978e-06,4.7052452117670977e-06,7.8873356819161701e-08,1.7839313746830129e-06,-2.8420350658017832e-07,3.3151428850325872e-07,-4.8805668703952885e-07,1.0727652833111656e-08,-5.3761288771180181e-08,2.1129303808540349e-07,2.3065729180409676e-07,5.3665480203857158e-08,2.1570183937424389e-05,-8.9245640567800429e-06,-9.1469752692664383e-06,-2.7768981067371060e-06,8.7596241304793167e-07,-3.1594309378257619e-06,1.7970977136271624e-06,5.0672729963192679e-07,2.0484248121862593e-07,-6.0697334458387653e-08,-9.2259259672785213e-08,1.3792062161803460e-09,2.4268175111738713e-08,-4.2510616586933659e-08,1.0591138823245638e-08,-4.6832239343771940e-08,-1.1377627816699849e-07,-2.7187424544613420e-06,5.8645698526087833e-08,6.0289684723177900e-07,-1.5447062410597986e-08,-2.1514456695269284e-07,-3.1678026534408157e-08,1.9094264315722336e-08,-9.3061445260824598e-10,-5.4493425446249495e-09,-3.3452356810313556e-10,3.5278771552265630e-09,8.4520168002928318e-08,1.3450674040509249e-07,-1.3293291072273013e-07,-1.3506855855572391e-07,-1.8549973871712122e-06,1.4826967348553726e-06,1.0727652833008990e-08,1.1611521293243119e-06,3.7556812347257498e-08,-1.5630028068514526e-07,-6.4725858097675924e-07,-1.4627391063179152e-07,-2.5352420263375381e-05,2.3242152907354379e-05,-2.7768981067395836e-06,1.8436716570243034e-05,-9.7515815482372348e-06,8.7042062917165345e-06,-9.6051503545673402e-06,-2.3308161749943483e-06,-3.2311327163206757e-07,2.4706921323599090e-07,1.3792062161559388e-09,2.1986601251820680e-07,-7.7054415434722276e-08,1.1000115370302376e-07,-1.4398755350990012e-07,-3.2469607701761525e-08,-4.6046940709692440e-08,-3.3896949557110612e-06,1.1143828404555365e-06,2.9109548206244515e-06,-5.1354630399826991e-07,-1.1582909984177413e-06,-1.5652999980862109e-08,2.4317487286383972e-08,-1.1348131873313686e-07,-6.2701853313165331e-09,-1.0414639991473436e-07,-1.9713074611539209e-08,5.2456561991668799e-07,7.2133497697434116e-07,-9.4345450090997894e-08,4.6257869454823904e-07,6.3028978274082276e-07,-3.6230324484313122e-07,-5.3761288770699946e-08,3.7556812346961368e-08,-1.4873133559876847e-06,6.0996342326215264e-07,-1.7676084741039848e-07,1.1992273800840789e-06,1.5199592377704293e-05,-3.6203475779651513e-06,8.7596241303618364e-07,-9.7515815482381852e-06,-2.0403379237881906e-05,7.8028677773418978e-06,-2.8884461407981742e-06,1.7687744530329860e-05,2.0658337825953882e-07,-5.7180692761697397e-08,2.4268175111672148e-08,-7.7054415434641741e-08,-1.9957598144080574e-07,8.6466409021831099e-08,-6.8232720531368189e-08,1.1680694935246544e-07,-3.3783296348234919e-08,-5.4960051834486931e-06,1.3835227806310997e-06,3.3547106371725069e-06,-3.9331055872905759e-07,-1.2688491812640467e-06,-3.7796936563138609e-08,1.8538069484662160e-08,-1.1548390579043439e-07,3.2352448657772195e-09,-1.0225786669145249e-07,-1.3264480579718612e-08,7.6677598203986648e-07,7.9649995332076921e-07,1.1035711323037355e-08,6.1624973342416224e-07,-9.5001867500539559e-07,5.2279329703711310e-07,2.1129303808619004e-07,-1.5630028068481174e-07,6.0996342326213411e-07,-8.3361698953558489e-08,-1.8938865306503841e-07,-1.7020284383452650e-07,-4.2895700795238065e-05,2.4368040613822680e-05,-3.1594309378317492e-06,8.7042062917182980e-06,7.8028677773310761e-06,6.4344989284465459e-06,-3.1705735782118453e-06,-7.3191614106579448e-07,-4.7938221531963538e-07,2.9581280889508049e-07,-4.2510616586837534e-08,1.1000115370305473e-07,8.6466409021974790e-08,5.1317769042850847e-08,-4.2397688147940591e-08,-1.6278648569374723e-08,1.2055286074193101e-07,-2.0082123667806699e-06,1.2310274552127377e-06,4.3013327886732961e-06,-6.6263707961856386e-07,-1.7051384026531132e-06,1.4188358726471334e-08,4.3757539940371262e-08,-1.8894239586575624e-07,1.8501322457884953e-08,-1.5330420604260675e-07,-1.6352042800629157e-08,7.6300655499764768e-07,1.1333553031036442e-06,1.6078100749822379e-07,1.3479837220459712e-07,2.7644476434449852e-06,-1.5549320854838588e-06,2.3065729180421580e-07,-6.4725858097687243e-07,-1.7676084741085717e-07,-1.8938865306507515e-07,-3.9196865564367714e-07,4.6040324863904009e-08,3.6746124701673911e-05,-1.6893660382875004e-05,1.7970977136328797e-06,-9.6051503545665609e-06,-2.8884461407997823e-06,-3.1705735782080786e-06,-4.0934432578198086e-06,-9.9589793995857904e-07,3.6015351637256077e-07,-1.8486078221775852e-07,1.0591138823208517e-08,-1.4398755350985081e-07,-6.8232720531292618e-08,-4.2397688147764977e-08,2.9552707476177841e-08,5.5878049942749740e-08,4.6613538139581257e-08,-5.7339575120942296e-06,2.3633594345565554e-06,6.2110181074413500e-06,-8.6637600717646701e-07,-2.4147456590213563e-06,-1.6212883529669237e-08,4.2664102017608766e-08,-2.5936006070754586e-07,9.7245569608508424e-09,-2.1889035848107006e-07,-2.7179940677999099e-08,1.3361177846673742e-06,1.5125391993451997e-06,2.4848494032182433e-07,8.9934294705715593e-07,-8.8537112680905432e-07,1.6762610438847186e-07,5.3665480205052514e-08,-1.4627391063151518e-07,1.1992273800874196e-06,-1.7020284383525921e-07,4.6040324864483220e-08,-5.6605883878758600e-07,-1.7083085629286396e-05,3.5834397151503776e-06,5.0672729961653610e-07,-2.3308161749950560e-06,1.7687744530324523e-05,-7.3191614105722198e-07,-9.9589793996611700e-07,-5.1928187237446816e-06,-1.9612863793354066e-07,9.1212577449748831e-08,-4.6832239343786406e-08,-3.2469607701789848e-08,1.1680694935280820e-07,-1.6278648569526385e-08,5.5878049942971689e-08,2.9464718495241257e-09
